BLOCK,TREATMENT,SPECIES,1999_06,1999_09,2000_02,2000_06,2001_01,2001_06,2002_02,2002_06,2003_02,2003_06,2004_02,2004_06,2005_02,2005_06,2006_03,2006_06,2007_02,2007_06,2008_02,2008_06,2009_02,2009_06,2010_01,2010_06,2011_06,2012_06,2013_06,2014_06,2015_06,2016_06,2017_06,2018_06,2019_06,2020_06
NORTH,W,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,WC,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Kyllinga_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Leucas_spp,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
NORTH,C,Leucas_spp,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
SOUTH,C,Leucas_spp,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0
CENTRAL,MW,Leucas_spp,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,6,0,0,0,2
NORTH,MW,Leucas_spp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,4,0,0
SOUTH,MW,Leucas_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0
CENTRAL,MWC,Leucas_spp,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0
NORTH,MWC,Leucas_spp,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,4,0,0,0,0,2,0,0,0,0,0
SOUTH,MWC,Leucas_spp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CENTRAL,O,Leucas_spp,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,2,0,0
NORTH,O,Leucas_spp,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Leucas_spp,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,2
CENTRAL,W,Leucas_spp,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
NORTH,W,Leucas_spp,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Leucas_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
CENTRAL,WC,Leucas_spp,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0
NORTH,WC,Leucas_spp,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
SOUTH,WC,Leucas_spp,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
CENTRAL,C,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
NORTH,C,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Lily_spp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Lily_spp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SOUTH,MWC,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Lily_spp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,WC,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Lily_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0
CENTRAL,C,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
CENTRAL,O,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,WC,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Lintonia_B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
CENTRAL,C,Lintonia_nutans,219,219,217,109,44,7,16,44,64,64,130,118,93,84,55,25,15,5,25,5,30,60,10,0,20,50,30,20,35,10,10,0,10,30
NORTH,C,Lintonia_nutans,221,221,118,88,32,4,16,46,41,41,112,116,100,90,70,25,35,55,30,5,35,40,0,0,30,0,65,25,35,10,15,10,35,40
SOUTH,C,Lintonia_nutans,198,198,166,99,38,16,37,69,85,85,108,86,101,102,105,60,70,15,50,60,25,35,0,5,5,0,85,0,5,20,25,10,10,15
CENTRAL,MW,Lintonia_nutans,171,171,200,112,53,21,29,46,73,73,102,74,106,89,100,105,75,125,130,80,25,10,0,15,15,115,220,50,20,55,0,10,25,30
NORTH,MW,Lintonia_nutans,188,188,194,80,35,3,43,46,99,99,118,102,134,134,105,50,110,145,175,105,20,40,0,20,35,80,125,185,30,15,5,5,35,90
SOUTH,MW,Lintonia_nutans,171,171,164,84,36,15,44,63,47,47,174,158,147,192,30,110,95,315,60,55,35,35,95,20,50,120,70,50,5,10,10,45,35,135
CENTRAL,MWC,Lintonia_nutans,208,208,153,67,13,11,19,90,76,76,142,123,120,113,90,30,90,110,20,15,10,15,10,15,30,105,95,55,50,50,5,35,10,90
NORTH,MWC,Lintonia_nutans,272,272,125,76,37,6,55,73,67,67,141,136,130,133,160,125,85,165,70,60,115,70,0,70,70,115,270,215,105,140,40,110,35,100
SOUTH,MWC,Lintonia_nutans,185,185,112,78,13,3,56,88,100,100,103,138,108,116,40,40,25,60,90,85,60,10,20,45,40,60,50,40,50,75,40,140,10,145
CENTRAL,O,Lintonia_nutans,217,217,242,145,83,12,25,56,50,50,110,94,116,89,60,20,35,35,145,25,0,10,20,0,0,0,20,0,0,25,10,0,15,0
NORTH,O,Lintonia_nutans,222,222,132,93,54,38,39,35,67,67,113,130,117,139,95,40,25,40,5,20,10,85,0,5,50,5,370,5,50,160,180,110,95,65
SOUTH,O,Lintonia_nutans,193,193,209,173,76,21,35,69,103,103,161,160,199,201,240,135,100,105,70,40,30,50,0,20,25,15,60,15,65,20,30,5,0,50
CENTRAL,W,Lintonia_nutans,205,205,163,65,47,13,23,51,48,48,134,127,123,150,115,35,15,0,15,40,0,0,55,25,85,95,110,70,25,160,55,50,35,50
NORTH,W,Lintonia_nutans,206,206,196,91,44,23,24,62,61,61,107,120,129,124,75,60,30,20,35,0,5,0,30,50,5,10,85,65,0,20,25,35,0,0
SOUTH,W,Lintonia_nutans,184,184,186,111,94,35,88,114,109,109,236,222,172,298,235,150,75,55,43,65,0,25,0,40,80,55,110,20,55,55,0,20,15,45
CENTRAL,WC,Lintonia_nutans,140,140,151,49,35,5,19,22,59,59,124,89,110,103,55,50,10,70,30,0,30,10,25,55,50,70,110,90,10,45,0,30,20,50
NORTH,WC,Lintonia_nutans,101,101,147,85,43,12,35,56,48,48,133,134,108,124,45,40,50,25,30,20,0,20,0,40,100,190,160,105,70,70,35,30,25,90
SOUTH,WC,Lintonia_nutans,181,181,133,95,37,4,45,53,53,53,126,129,127,119,60,50,60,85,80,35,60,5,15,35,20,90,120,0,55,55,0,25,40,140
CENTRAL,C,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,6,0,0,0,2,0,0,0,6,2,0,0,0,0
SOUTH,C,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,10,14,2,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
NORTH,MWC,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,6,0
CENTRAL,O,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,2,0,0,0
NORTH,O,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0
SOUTH,O,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,0,0,0,0
CENTRAL,W,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,6,2,4
NORTH,W,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Lippia_javanica,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0
NORTH,WC,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
SOUTH,WC,Lippia_javanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Melhania_spp,0,0,0,0,0,0,0,4,3,3,7,7,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0
SOUTH,C,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
NORTH,MW,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Melhania_spp,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,6,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2
CENTRAL,MWC,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
NORTH,MWC,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Melhania_spp,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Melhania_spp,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,6,0,0,0,0,0,0
NORTH,O,Melhania_spp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NORTH,W,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0
NORTH,WC,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
SOUTH,WC,Melhania_spp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Microchloa_kunthii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
NORTH,C,Microchloa_kunthii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0
SOUTH,C,Microchloa_kunthii,0,0,0,0,0,0,3,6,0,0,5,10,3,12,8,4,10,0,4,6,4,2,2,0,8,0,4,2,0,0,2,10,0,2
CENTRAL,MW,Microchloa_kunthii,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,14,2,0,0,0,0,0,2,8,0,2,0,2,6,0
NORTH,MW,Microchloa_kunthii,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,10,8,8,14,0,4,0,0,0,0,0,0,0,0,0,0,0,2
SOUTH,MW,Microchloa_kunthii,0,0,0,0,0,0,0,0,1,1,4,0,1,7,0,6,0,4,4,8,10,2,0,2,2,0,4,0,6,0,2,0,8,0
CENTRAL,MWC,Microchloa_kunthii,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Microchloa_kunthii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Microchloa_kunthii,0,0,0,0,0,0,1,3,0,0,1,4,6,4,4,0,0,8,16,2,12,6,2,2,0,8,8,14,8,4,4,12,12,6
CENTRAL,O,Microchloa_kunthii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,4,0,0,0,0,14,6,6,0,4,10
NORTH,O,Microchloa_kunthii,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SOUTH,O,Microchloa_kunthii,0,0,0,0,0,0,0,5,4,4,8,9,9,4,0,4,6,0,0,4,0,0,2,0,2,0,0,0,4,0,0,4,8,0
CENTRAL,W,Microchloa_kunthii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Microchloa_kunthii,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
SOUTH,W,Microchloa_kunthii,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,1,0,2,0,0,4,4,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Microchloa_kunthii,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0
NORTH,WC,Microchloa_kunthii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Microchloa_kunthii,0,0,0,0,0,0,8,3,3,3,0,0,2,16,8,8,0,14,24,2,20,2,2,2,4,4,2,0,0,4,2,14,14,2
CENTRAL,C,Misopates_orontium,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,2,4,0,0,0,0
NORTH,C,Misopates_orontium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,6,2,2,0,0,0,0,2,0,0,0,0
SOUTH,C,Misopates_orontium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0,0,0
CENTRAL,MW,Misopates_orontium,0,0,0,0,0,0,0,1,2,2,0,1,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,2,4,0,0
NORTH,MW,Misopates_orontium,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,6,0,4,0,0
SOUTH,MW,Misopates_orontium,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,6,0,2,0,0
CENTRAL,MWC,Misopates_orontium,0,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,2,8,0,0,0,0,0,2,0,0,0,2
NORTH,MWC,Misopates_orontium,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,2,2,0,4,2,2
SOUTH,MWC,Misopates_orontium,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
CENTRAL,O,Misopates_orontium,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0
NORTH,O,Misopates_orontium,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,6,6,2,0,0,0
SOUTH,O,Misopates_orontium,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
CENTRAL,W,Misopates_orontium,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,0,0,0,0,2,0,0,0,0,0
NORTH,W,Misopates_orontium,6,6,0,0,0,2,0,0,1,1,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0
SOUTH,W,Misopates_orontium,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,4,4,0,4,0,4
CENTRAL,WC,Misopates_orontium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,0,6,0,0,6,0,0,4,0,0
NORTH,WC,Misopates_orontium,0,0,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,0
SOUTH,WC,Misopates_orontium,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0
CENTRAL,C,Mollugo_nudicaulis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
NORTH,C,Mollugo_nudicaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,2,0
SOUTH,C,Mollugo_nudicaulis,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Mollugo_nudicaulis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0
NORTH,MW,Mollugo_nudicaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Mollugo_nudicaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Mollugo_nudicaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Mollugo_nudicaulis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Mollugo_nudicaulis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,4,0,0
CENTRAL,O,Mollugo_nudicaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
NORTH,O,Mollugo_nudicaulis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Mollugo_nudicaulis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
